0.1	0.003971	0.003971	0.007942
0.3	0.0040525	0.0040525	0.0081055
0.5	0.004136	0.004136	0.0082735
0.7	0.0042215	0.0042215	0.0084445
1.0	0.0043535	0.0043535	0.0087085
1.3	0.004489	0.004489	0.00898156
1.6	0.0046295	0.0046295	0.0092635
2.0	0.0048235	0.0048235	0.0096545
2.5	0.005078	0.005078	0.0101685
3.0	0.0053475	0.0053475	0.0107141
3.5	0.0056345	0.0056345	0.011299
4.0	0.00594419	0.00594419	0.0119365
5.0	0.006689	0.006689	0.0135053
6.0	0.00802581	0.00802581	0.0165115
6.5	0.0101871	0.0101871	0.0216769
7.0	0.044186	0.0441858	0.105434
7.5	0.13093	0.13093	0.325188
10.0	0.737238	0.737238	1.95844
11.0	0.740767	0.740767	1.96943
12.0	0.742586	0.742585	1.97534
