0.1	0.000307531	0.000827406	0.000180594	0.000675719
0.3	0.000314406	0.000843906	0.000185094	0.000689094
0.5	0.000321281	0.000860656	0.000189781	0.000702906
0.7	0.000328344	0.000877594	0.000194719	0.000716969
1.0	0.000339031	0.000903906	0.000202344	0.000738719
1.3	0.000350285	0.00093066	0.00021041	0.000761285
1.6	0.000361469	0.000958219	0.000218969	0.000784719
2.0	0.000376781	0.000996406	0.000231219	0.000817594
2.5	0.000396594	0.00104572	0.000247719	0.000861094
3.0	0.00041732	0.00109757	0.00026582	0.00090782
3.5	0.000438313	0.00115281	0.000285938	0.000958437
4.0	0.0004605	0.00121187	0.00030875	0.00101437
5.0	0.000508488	0.00135461	0.000369301	0.00115543
6.0	0.000571203	0.00161583	0.000505484	0.00143036
6.5	0.000626043	0.00203973	0.000789684	0.00187278
7.0	0.000764844	0.00816556	0.00636689	0.00763233
7.5	0.000981332	0.0246827	0.0210545	0.0223893
10.0	0.0083081	0.09466	0.0427652	0.955333
11.0	0.00812166	0.0922414	0.0443267	0.970465
12.0	0.00775178	0.0915706	0.0448636	0.975956
