0.1	0.000731375	0.00179138	0.000557875	0.00158487
0.3	0.000748	0.001828	0.000571	0.001617
0.5	0.00076475	0.00186525	0.0005845	0.00165
0.7	0.000782	0.001903	0.00059875	0.00168375
1.0	0.000808125	0.00196163	0.000620625	0.00173613
1.3	0.000835125	0.00202212	0.000643375	0.00179038
1.6	0.000862875	0.00208388	0.000667375	0.00184637
2.0	0.00090125	0.00216975	0.000701	0.0019245
2.5	0.000950875	0.00228188	0.000745375	0.00202837
3.0	0.00100328	0.00240028	0.000794031	0.00213903
3.5	0.00105812	0.00252712	0.000846875	0.00225887
4.0	0.00111663	0.00266463	0.000905375	0.00239137
5.0	0.00125045	0.00300345	0.00105645	0.00272645
6.0	0.00146406	0.00366306	0.00138631	0.00340331
6.5	0.001757	0.00482988	0.002102	0.004592
7.0	0.00558217	0.0234509	0.0190229	0.0223857
7.5	0.0174032	0.0657553	0.0527018	0.0616649
10.0	0.0429019	0.20104	0.0834021	1.10611
11.0	0.043509	0.197669	0.0859154	1.11789
12.0	0.0434005	0.197214	0.0867188	1.12329
