1	0
1.5	0
2	0
3	0
4	0
4.5	0
5	0
5.5	0
6	0
6.5	0
7	0
7.5	0
8	0
8.5	0
9	0
9.5	0
10	0
11	0
12	0
4	0.5
4.5	0.5
5	0.5
5.5	0.5
6	0.5
6.5	0.5
7	0.5
7.5	0.5
8	0.5
8.5	0.5
9	0.5
9.5	0.5
10	0.5
11	0.5
12	0.5
4.5	1
5	1
5.5	1
6	1
6.5	1
7	1
7.5	1
8	1
8.5	1
9	1
9.5	1
10	1
11	1
12	1
6	1.5
6.5	1.5
7	1.5
7.5	1.5
8	1.5
9	1.5
10	1.5
11	1.5
12	1.5
6.25	1.75
6.5	1.75
7	1.75
7.5	1.75
8	1.75
8.5	1.75
9	1.75
9.5	1.75
10	1.75
11	1.75
12	1.75
7	2
7.5	2
8	2
9	2
10	2
11	2
12	2
7.5	2.25
8	2.25
8.5	2.25
9	2.25
10	2.25
11	2.25
12	2.25
8.5	2.5
9	2.5
10	2.5
11	2.5
12	2.5
9	2.75
9.5	2.75
10	2.75
11	2.75
12	2.75
9.5	3
10	3
11	3
12	3
10	3.25
10.5	3.25
11	3.25
12	3.25
11	3.5
12	3.5
11.5	3.75
12	3.75
12	4
