0	2.25
0	2.5
0	2.75
0	3
0	3.25
0	3.5
0	3.75
0	4
0	4.25
0	4.5
1	2
1	2.25
2	2.25
3	2.25
1	2.5
2	2.5
3	2.5
4	2.5
1	2.75
2	2.75
3	2.75
4	2.75
5	2.75
0.1	3
0.3	3
0.5	3
0.7	3
1	3
1.3	3
1.6	3
2	3
2.5	3
3	3
3.5	3
4	3
5	3
6	3
1	3.25
2	3.25
3	3.25
4	3.25
5	3.25
6	3.25
7	3.25
1	3.5
2	3.5
3	3.5
4	3.5
5	3.5
6	3.5
7	3.5
8	3.5
1	3.75
2	3.75
3	3.75
4	3.75
5	3.75
6	3.75
7	3.75
8	3.75
9	3.75
1	4
2	4
3	4
4	4
5	4
6	4
7	4
8	4
9	4
10	4
1	4.25
2	4.25
3	4.25
4	4.25
5	4.25
6	4.25
7	4.25
8	4.25
9	4.25
10	4.25
11	4.25
1	4.5
2	4.5
3	4.5
4	4.5
5	4.5
6	4.5
7	4.5
8	4.5
9	4.5
10	4.5
11	4.5
