0	0	0.00144112
0	1.5708	0.00730722
0	3.14159	0.00819904
0	4.71239	0.00730722

0.785398	0	0.00362486
0.785398	1.5708	0.00724292
0.785398	3.14159	0.00805854
0.785398	4.71239	0.0072428

1.5708	0	0.00606708
1.5708	1.5708	0.00713908
1.5708	3.14159	0.00779674
1.5708	4.71239	0.00713897

2.35619	0	0.00657197
2.35619	1.5708	0.00707613
2.35619	3.14159	0.0076157
2.35619	4.71239	0.00707607

3.14159	0	0.00664739
3.14159	1.5708	0.00705783
3.14159	3.14159	0.00755733
3.14159	4.71239	0.00705783

3.92699	0	0.00657197
3.92699	1.5708	0.00707607
3.92699	3.14159	0.0076157
3.92699	4.71239	0.00707613

4.71239	0	0.00606708
4.71239	1.5708	0.00713897
4.71239	3.14159	0.00779674
4.71239	4.71239	0.00713908

5.49779	0	0.00362486
5.49779	1.5708	0.0072428
5.49779	3.14159	0.00805854
5.49779	4.71239	0.00724292

