0.5	0.408275	0.407563
1.0	0.356483	0.436429
1.5	0.358547	0.358516
2.0	0.303391	0.303391
2.5	0.218328	0.218328
3.0	0.140825	0.140825
3.5	0.102451	0.102789
4.0	0.0789625	0.0789624
4.5	0.0627141	0.0627139
5.0	0.0511346	0.0511342
5.5	0.0420907	0.0420903
6.0	0.0357368	0.0357371
6.5	0.0304286	0.0304287
7.0	0.0262798	0.0262797
7.5	0.0229767	0.0229768
8.0	0.0202569	0.020257
8.5	0.0179888	0.017989
9.0	0.0160807	0.0160806
9.5	0.0144585	0.0144582
10.0	0.0130645	0.0130642
11.0	0.0108212	0.0108212
12.0	0.00910449	0.00910493
