0.5	0.0927266	0.43207
1.0	0.0864355	0.392479
1.5	0.0938079	0.313584
2.0	0.0898727	0.23465
2.5	0.0755813	0.147994
3.0	0.059003	0.0823675
3.5	0.0459389	0.0567976
4.0	0.0365385	0.042459
4.5	0.0295784	0.0331484
5.0	0.0244134	0.0267263
5.5	0.0202552	0.0218372
6.0	0.0173048	0.0184331
6.5	0.0147973	0.0156321
7.0	0.0128244	0.0134557
7.5	0.0112429	0.0117341
8.0	0.0099335	0.0103236
8.5	0.00883675	0.00915112
9.0	0.00791175	0.00816906
9.5	0.00712256	0.007336
10.0	0.00644275	0.00662175
11.0	0.00534556	0.00547563
12.0	0.00450369	0.004601
